object_id,funded_at,funding_round_type,raised_amount_usd,participants,office_id,region,zip_code,state_code
c:86190,2009-07-01,angel,300000,1,59894,SF Bay,94063,CA
c:78877,2012-09-11,series-a,1200000,2,72185,New York,10003,NY
c:155024,2012-09-11,series-a,1800000,10,71321,SF Bay,94306,CA
c:158531,2012-09-11,other,7000000,1,73143,Boston,1876,MA
c:140129,2012-09-12,series-b,77199900,3,63041,SF Bay,94129,CA
c:139334,2012-09-09,angel,640000,0,62685,Seattle,98109,WA
c:139479,2012-09-12,series-a,15500000,5,70713,SF Bay,95014,CA
c:140278,2012-09-12,series-a,2000000,0,71032,SF Bay,94130,CA
c:141409,2012-09-12,venture,1934400,2,69365,SF Bay,94105,CA
c:84306,2012-09-12,series-c+,13400000,4,61426,San Diego,92121,CA
c:153079,2012-09-13,series-a,3400000,1,70325,SF Bay,94105,CA
c:141791,2011-01-01,angel,500000,1,63881,New York,7302,NJ
c:150789,2013-11-27,angel,500000,5,69047,Miami,33131,FL
c:152634,2012-09-18,venture,\N,1,70078,Washington DC,20004,DC
c:151790,2012-09-18,series-a,2500000,0,69592,Phoenix,85255,AZ
c:58944,2012-09-20,series-b,12000000,4,72383,New York,10014,NY
c:154428,2012-09-20,angel,600000,1,71037,New York,7481,NJ
c:156735,2012-04-20,angel,250000,1,72141,SF Bay,94041,CA
c:148225,2012-07-02,angel,100000,1,67579,Saint Louis,63101,MO
c:148225,2012-08-07,angel,250000,1,67579,Saint Louis,63101,MO
c:143871,2012-09-24,series-a,6200000,1,65039,Los Angeles,90292,CA
c:145077,2012-09-24,venture,5500000,0,65741,Boston,1821,MA
c:140256,2012-09-24,other,2250000,1,63114,Seattle,98109,WA
c:80260,2012-09-24,angel,300000,0,67578,Charlotte,28202,NC
c:7469,2012-09-25,series-a,3000000,2,67309,Raleigh-Durham,27511,NC
c:149716,2009-10-30,series-a,2153000,1,68475,Philadelphia,19103,PA
c:32545,2012-09-26,series-c+,27500000,4,67337,SF Bay,95110,CA
c:40655,2012-09-26,series-c+,62000000,2,70607,Boston,2453,MA
c:148175,2012-02-01,angel,50000,2,67553,Saint Louis,63017,MO
c:154586,2012-11-01,angel,210000,0,71104,New York,11021,NY
c:143213,2012-09-27,series-c+,28000000,9,64672,East Providence,2914,RI
c:84798,2012-09-28,series-a,1500000,1,61201,Atlanta,30009,GA
c:159490,2013-01-01,angel,600000,0,73719,Chicago,60654,FL
c:143953,2012-05-31,angel,600000,1,65079,Philadelphia,,PA
c:150415,2012-10-02,series-a,2000000,10,68824,Boston,2141,MA
c:144050,2012-10-02,venture,2500000,0,65125,San Diego,92130,CA
c:65630,2012-10-03,venture,2000000,1,73493,Palo,,CA
c:158354,2012-10-03,angel,1100000,5,73031,Boston,2210,MA
c:36151,2012-10-03,venture,6000000,0,70543,Los Angeles,90404,CA
c:145170,2012-10-03,venture,1700000,0,65810,Omaha,68137,NE
c:155640,2012-05-01,venture,32000000,1,72117,Miami,33130,FL
c:142317,2012-10-09,series-a,4100000,1,64180,Gainesville,32601,FL
c:151467,2012-06-07,angel,20000,2,69435,SF Bay,94107,CA
c:14997,2008-01-01,angel,294420,0,65222,Miami,33130,FL
c:14997,2010-03-01,angel,946750,0,65222,Miami,33130,FL
c:14997,2011-08-01,series-a,4324500,1,65222,Miami,33130,FL
c:150610,2012-10-10,venture,\N,11,68921,SF Bay,,CA
c:139665,2012-10-10,venture,1235000,4,62839,New York,10013,NY
c:148707,2012-04-07,angel,1375000,7,68570,SF Bay,94107,CA
c:156584,2012-02-01,angel,1400000,1,72051,SF Bay,94103,CA
c:22421,2012-10-11,venture,26000000,5,67900,New York,10017,NY
c:148716,2012-10-12,series-c+,2799900,4,67872,SF Bay,94111,CA
c:148716,2012-10-12,series-c+,2799900,4,67873,Honolulu,96826,HI
c:147045,2012-10-10,series-a,3000000,0,66876,New York,10016,\N
c:140051,2010-07-08,series-c+,28000000,3,63005,SF Bay,94025,CA
c:135515,2012-10-16,series-a,5000000,4,67809,SF Bay,,CA
c:141406,2012-10-16,venture,2000000,1,64211,Los Angeles,92618,CA
c:22601,2012-10-18,series-c+,18000000,4,68813,Los Angeles,90292,CA
c:53105,2012-10-18,venture,1000000,9,65029,Boston,2139,MA
c:46943,2012-09-17,series-b,35000000,4,72302,SF Bay,94306,CA
c:144290,2012-10-18,angel,570000,7,65276,New York,10003,NY
c:132476,2012-10-19,series-a,2000000,1,67646,New York,10010,NY
c:146269,2012-10-23,venture,1000000,0,68786,SF Bay,95110,CA
c:145643,2012-10-23,angel,450000,3,72467,N. Miami Beach,33162,FL
c:152817,2012-10-15,series-a,1850000,2,73213,SF Bay,94301,CA
c:153800,2012-10-25,series-b,15000000,3,70743,SF Bay,94306,CA
c:147435,2007-01-15,series-a,3900000,0,67790,San Diego,92101,CA
c:149384,2012-10-30,other,5000000,0,68270,Boston,2472,MA
c:73314,2012-10-31,series-b,10000000,1,61877,New York,10010,NY
c:104607,2012-10-30,venture,33800000,1,60714,Atlanta,30022,GA
c:150714,2012-10-29,series-b,18000000,3,68999,Seattle,98104-2308,WA
c:45588,2012-11-01,angel,830000,17,65024,Los Angeles,90401,CA
c:60448,2012-11-01,venture,35000000,3,71317,East Hampton,,NY
c:102425,2012-11-08,venture,882159,0,60452,Nashua,3062,NH
c:109603,2012-11-09,venture,11600000,0,61133,Boston,1801,MA
c:154249,2012-01-01,angel,\N,4,73804,New York,10002,NY
c:146587,2012-11-13,series-a,8000000,5,66622,Chicago,60077,IL
c:154249,2011-06-06,angel,25000,1,73804,New York,10002,NY
c:152684,2012-11-13,series-a,3200000,16,70120,New York,10013,NY
c:130554,2011-06-06,angel,25000,1,61744,Baltimore,21230,MD
c:108052,2012-01-01,angel,200000,1,61101,New York,10014,NY
c:157430,2012-01-09,angel,25000,1,72643,New York,,NY
c:64333,2011-06-06,angel,25000,1,65020,New York,,NY
c:147758,2012-11-14,series-a,10000000,4,68960,SF Bay,94306,CA
c:102447,2012-11-13,series-b,20000000,5,60454,SF Bay,94402,CA
c:105008,2012-11-13,venture,10000000,2,60804,New York,NY 10016,NY
c:151879,2012-11-15,angel,650000,4,69645,Washington DC,,DC
c:159078,2012-06-04,angel,25000,1,73495,New York,,NY
c:12273,2012-11-15,series-c+,13000000,3,70806,SF Bay,95035,CA
c:59338,2012-11-13,other,15000000,1,64242,New York,,NY
c:59338,2012-11-13,other,15000000,1,64243,Chicago,,IL
c:144635,2012-11-14,series-a,9000000,3,65490,New York,10013,NY
c:152875,2012-11-18,angel,500000,6,70208,Washington DC,20006,DC
c:5594,2012-11-20,venture,2000000,0,64445,Philadelphia,19102,PA
c:155853,2012-07-24,venture,1206500,0,71656,Willmington,19803,DE
c:157278,2012-11-21,series-a,6000000,2,72430,New York,10013,NY
c:23979,2012-11-21,venture,3250000,2,62658,Santa Barbara,93101,CA
c:34637,2012-11-21,venture,12000000,5,72382,SF Bay,94107,CA
c:142463,2012-11-25,series-a,1500000,1,64234,Westport,6880,CT
c:140797,2010-06-01,angel,500000,8,63361,SF Bay,94301,CA
c:150798,2012-11-26,venture,11500000,1,69054,New York,10014,NY
c:147912,2012-11-26,series-c+,20000000,1,67398,SF Bay,94043,CA
c:92262,2012-11-27,angel,250000,0,60123,New York,,NY
c:81142,2012-11-28,angel,600000,3,68141,Washington DC,20036,DC
c:122261,2012-11-28,series-a,2500000,2,61523,SF Bay,94102,CA
c:85133,2012-11-29,series-c+,30000000,3,67598,SF Bay,94063,CA
c:141655,2011-07-01,angel,300000,1,63809,SF Bay,94010,CA
c:150680,2012-11-29,angel,750000,1,68982,New York,10013,NY
c:150680,2012-11-29,angel,750000,1,68983,SF Bay,,CA
c:142801,2012-11-30,series-a,12000000,1,64458,New York,10016,NY
c:152645,2012-11-30,other,500000,1,70084,Boston,1880,MA
c:148153,2012-11-01,angel,35000,0,67535,Atlanta,30312,GA
c:143830,2012-12-04,series-b,12000000,4,65014,SF Bay,94025,CA
c:45415,2012-12-04,venture,1700000,5,68528,B,0,MA
c:157893,2012-07-01,angel,\N,1,72788,South Carolina - Other,,SC
c:152442,2012-12-05,series-a,9000000,3,69957,SF Bay,,CA
c:31591,2012-12-07,series-b,12000000,4,73126,SF Bay,94107,CA
c:145389,2012-12-09,venture,8400000,2,67039,Portland,,OR
c:142109,2012-12-07,angel,500000,5,73226,Miami,,FL
c:145464,2012-12-10,angel,500000,5,65965,Boston,,MA
c:83265,2011-02-01,series-a,1950000,0,71796,SF Bay,94110,CA
c:137414,2012-12-11,venture,250000,1,62177,SF Bay,94111,CA
c:149227,2012-12-12,series-a,2000000,3,69010,SF Bay,94070,CA
c:149227,2012-12-12,series-a,2000000,3,69219,SF Bay,94070,CA
c:76095,2012-05-01,series-a,2000000,4,73536,Boston,,MA
c:142967,2011-11-16,series-a,10000000,2,66679,Los Angeles,90401,CA
c:148566,2009-01-01,angel,\N,1,73060,Providence,2903,RI
c:86350,2012-12-18,series-b,2000000,4,59886,SF Bay,94107,CA
c:153606,2012-12-05,venture,1200000,1,70593,SF Bay,94105,CA
c:145097,2012-12-18,angel,\N,1,65752,SF Bay,94111,CA
c:146349,2012-12-17,series-b,16000000,3,66500,Boston,2472,MA
c:141347,2012-09-15,angel,1000000,0,63610,New York,10010,NY
c:150482,2012-12-11,series-a,10100000,7,71659,SF Bay,94108,CA
c:150482,2012-12-11,series-a,10100000,7,71660,Las Vegas,89178,NV
c:41567,2012-12-20,series-b,7530159,3,62794,SF Bay,94107,CA
c:142217,2012-12-20,venture,7000000,3,67836,SF Bay,94103,CA
c:152695,2012-11-19,series-a,1500000,1,70114,Toms River,8753,NJ
c:137053,2012-08-01,angel,50000,1,62094,Saint Louis,63101,MO
c:82754,2012-08-01,angel,\N,1,62270,Boston,2142,MA
c:146109,2012-12-31,angel,775000,1,66337,Cincinnati,45202,OH
c:143822,2012-02-10,angel,250000,0,65009,Los Angeles,90067,CA
c:143822,2012-06-17,angel,650000,0,65009,Los Angeles,90067,CA
c:69286,2013-01-03,series-c+,30300000,5,68384,SF Bay,94041,CA
c:139213,2013-01-03,venture,2600000,1,62647,Seattle,98109,WA
c:138246,2012-12-21,series-a,1500000,1,62373,Austin,78746,TX
c:146428,2013-01-07,angel,1400000,4,66542,Boston,2142,MA
c:156630,2013-01-07,series-b,20000000,6,72082,SF Bay,,CA
c:152103,2013-01-07,angel,850000,1,69762,SF Bay,94025,CA
c:159078,2012-12-31,angel,300000,0,73495,New York,,NY
c:149425,2013-01-08,series-b,38000000,3,68303,New York,11101,NY
c:149425,2013-01-08,series-b,38000000,3,69238,Boston,2210,MA
c:103233,2013-01-10,series-c+,30000000,5,60522,SF Bay,94404,CA
c:144925,2013-01-10,series-c+,12300000,3,65649,SF Bay,94025,CA
c:146635,2013-01-10,series-a,10000000,3,66651,SF Bay,,CA
c:153407,2013-01-12,series-a,5050000,5,70493,New York,,NY
c:138104,2012-12-21,venture,3000000,1,62355,SF Bay,94105,CA
c:146413,2013-01-11,angel,1000000,3,66528,SF Bay,94025,CA
c:103233,2011-10-09,series-b,25000000,3,60522,SF Bay,94404,CA
c:141772,2013-01-14,series-a,2000000,3,63870,SF Bay,94108,CA
c:80682,2013-01-14,series-a,4000000,2,59898,SF Bay,94108,CA
c:152645,2013-01-14,series-b,5800000,1,70084,Boston,1880,MA
c:150916,2013-01-14,series-b,3500000,2,69138,Bethlehem,18015,PA
c:158412,2013-01-15,series-a,3000000,3,73142,Philadelphia,19103,PA
c:146746,2013-01-16,series-a,2000000,1,66719,SF Bay,94301,CA
c:147506,2012-11-01,angel,\N,8,67130,Delaware - Other,,DE
c:145533,2013-01-19,angel,750000,6,65995,SF Bay,94103,CA
c:159074,2012-10-01,other,500000,0,73491,SF Bay,94107,CA
c:61999,2013-01-18,venture,1100000,1,70312,SF Bay,94105,CA
c:34545,2013-01-22,series-b,4500000,9,71510,SF Bay,94306,CA
c:150676,2012-12-01,angel,700000,7,71102,Los Angeles,90401,CA
c:156471,2013-01-23,series-b,12400000,5,71986,SF Bay,94105,CA
c:110795,2013-01-23,private-equity,30000000,1,61196,San Diego,92121,CA
c:147729,2008-01-01,series-a,7000000,3,67284,New York,10038,NY
c:147729,2013-01-24,series-b,5000000,4,67284,New York,10038,NY
c:159363,2013-01-07,series-a,\N,4,73653,SF Bay,94041,CA
c:62160,2013-01-28,series-b,1344400,2,62310,West Hartford,6107,CT
c:153571,2013-01-29,series-b,4500000,1,70580,San Diego,92127,CA
c:73761,2013-01-29,venture,12000000,4,69502,SF Bay,94306,CA
c:61360,2013-01-29,series-c+,35000000,6,67230,SF Bay,94301,CA
c:146277,2013-01-30,series-c+,11000000,2,66453,Boston,2492,MA
c:84764,2012-09-01,series-a,2100000,11,62876,SF Bay,,CA
c:139490,2013-01-30,series-a,1400000,4,62778,Seattle,98104,WA
c:155692,2013-01-31,series-a,2000000,7,71569,SF Bay,94301,CA
c:153304,2013-01-31,series-a,2000000,2,70439,Austin,78701,TX
c:146639,2013-02-01,series-a,1600000,1,66655,Seattle,98103,WA
c:146440,2013-02-01,series-a,2000000,3,66548,Seattle,98104,WA
c:145478,2013-02-04,series-b,7000000,2,65970,Seattle,98104,WA
c:155036,2013-02-04,series-c+,5500000,1,71325,Wallingford,6492,CT
c:144378,2013-02-04,series-b,8000000,2,65325,San Diego,92130,CA
c:145414,2013-02-04,venture,200000,1,65941,New York,6850,CT
c:90318,2012-06-01,angel,\N,1,66976,United States - Other,,\N
c:148261,2013-02-05,series-a,3000000,2,70536,SF Bay,94040,CA
c:24342,2013-02-06,series-c+,25000000,5,65030,SF Bay,94103,CA
c:157208,2013-02-06,series-a,\N,3,72749,Los Angeles,90232,CA
c:144467,2013-02-06,series-c+,14800000,0,65375,San Diego,92121,CA
c:50982,2013-02-06,angel,250000,1,69554,Las Vegas,89101,NV
c:143491,2012-10-03,other,50000,1,64827,Carbondale,18407,PA
c:157873,2012-06-01,angel,307000,0,72771,Seattle,98052,WA
c:157873,2013-01-14,angel,1090000,0,72771,Seattle,98052,WA
c:141688,2013-02-07,venture,400000,4,63822,SF Bay,94306,CA
c:144554,2012-10-01,angel,\N,1,65422,SF Bay,94102,CA
c:148492,2013-01-08,series-a,2000000,1,67754,Denver,80202,CO
c:3669,2013-02-08,post-ipo,10200000,0,60473,New York,10010,NY
c:158048,2013-02-08,series-a,2500000,3,72874,Cincinnati,,OH
c:144467,2010-04-20,series-c+,10750000,4,65375,San Diego,92121,CA
c:144467,2008-03-31,series-b,20300000,4,65375,San Diego,92121,CA
c:48068,2012-09-01,angel,30000,1,61444,Philadelphia,19147,PA
c:151591,2013-02-11,private-equity,4000000,0,69504,Nashua,3063,NH
c:145832,2013-02-10,angel,200000,8,66541,Los Angeles,90401,CA
c:149916,2013-02-11,other,350000,0,70138,SF Bay,94107,CA
c:60815,2007-01-29,series-b,18500000,4,60640,Portland,4112,ME
c:13999,2013-02-12,series-a,5000000,3,62925,SF Bay,94110,CA
c:140522,2013-02-14,angel,1000000,3,63331,Seattle,98103,WA
c:158837,2013-02-13,angel,730000,12,73355,New York,10018,NY
c:155853,2012-12-31,venture,1830000,0,71656,Willmington,19803,DE
c:149425,2011-04-15,series-a,4500000,5,68303,New York,11101,NY
c:149425,2011-04-15,series-a,4500000,5,69238,Boston,2210,MA
c:137187,2013-11-01,series-a,1500000,2,63438,SF Bay,94536,CA
c:151768,2013-05-14,other,50000,1,69577,Saint Louis,65201,MO
c:142967,2013-02-17,private-equity,30000000,1,66679,Los Angeles,90401,CA
c:145358,2011-05-01,angel,\N,1,65910,SF Bay,94596,CA
c:68858,2011-05-01,angel,\N,1,73113,SF Bay,,CA
c:141347,2012-01-01,angel,\N,1,63610,New York,10010,NY
c:157370,2013-01-05,angel,15000,0,72480,Norfolk,23510,VA
c:151353,2013-02-20,angel,1400000,3,69361,Portland,97209,OR
c:58846,2013-02-20,series-c+,200000000,4,65518,SF Bay,94103,CA
c:157890,2013-02-21,series-b,14000000,3,72818,SF Bay,94403,CA
c:140797,2013-02-21,series-b,17300000,7,63361,SF Bay,94301,CA
c:154652,2013-02-21,series-b,4500000,4,71149,SF Bay,94549,CA
c:147725,2013-02-21,venture,20000000,4,67283,SF Bay,94041,CA
c:156477,2013-02-21,angel,1000000,2,71993,SF Bay,94301,CA
c:9842,2008-01-01,angel,500000,1,61513,New York,11201,NY
c:9842,2008-01-01,angel,500000,1,61514,New York,10003,NY
c:151468,2013-02-26,private-equity,5000000,2,69436,Philadelphia,18940,PA
c:144966,2013-03-05,series-b,6000000,2,65672,Des Moines,50309,IA
c:144958,2013-02-28,series-a,4750000,3,65668,SF Bay,,CA
c:145201,2013-02-28,series-a,1500000,2,65836,Detroit,48226,MI
c:109607,2013-02-28,series-c+,4000000,1,67887,SF Bay,94025,CA
c:152005,2013-03-04,series-a,4000000,2,69714,SF Bay,94105,CA
c:126603,2013-03-04,series-a,3700000,1,63745,SF Bay,95113,CA
c:153911,2012-02-01,series-a,1785780,1,70794,Louisville,40223,KY
c:154046,2011-04-15,other,30000,0,71186,SF Bay,,\N
c:69646,2013-03-05,angel,1000000,0,72131,Nashville,37067,TN
c:151158,2013-03-05,series-b,1300000,4,69260,Portland,97210,OR
c:137989,2013-03-06,angel,1000000,3,62315,Washington DC,20036,DC
c:103155,2013-03-06,series-a,2200000,5,73062,Cincinnati,45202,OH
c:157604,2013-03-01,angel,270000,0,72606,New York,10018,NY
c:153851,2013-03-07,series-b,20000000,7,70755,SF Bay,95032,CA
c:148849,2013-03-07,series-b,1250000,4,71086,SF Bay,94110,CA
c:148849,2013-03-07,series-b,1250000,4,71087,SF Bay,94110,CA
c:140731,2013-03-07,series-c+,2000000,2,63323,Philadelphia,19102,PA
c:140731,2013-03-07,other,2000000,1,63323,Philadelphia,19102,PA
c:146437,2013-03-15,angel,125000,0,67552,Eugene,97701,OR
c:39269,2013-03-13,private-equity,1000000,0,62436,SF Bay,95014,CA
c:149132,2013-03-14,angel,\N,1,68123,Pittsburg,15215,PA
c:152706,2010-09-01,angel,400000,0,70118,Philadelphia,19123,PA
c:145810,2013-02-01,angel,\N,1,66130,New York,10014,NY
c:105168,2009-01-01,angel,400000,1,60839,Bentonville,72712,AR
c:105168,2009-01-01,angel,100000,0,60839,Bentonville,72712,AR
c:154693,2013-08-26,angel,100000,1,71170,Cincinnati,45242,OH
c:154693,2013-01-01,angel,100000,1,71170,Cincinnati,45242,OH
c:146374,2012-08-10,angel,\N,3,66513,SF Bay,94040,CA
c:104377,2006-03-01,angel,\N,1,60659,New York,10010,NY
c:104377,2006-03-01,angel,\N,1,67340,Detroit,,MI
c:104377,2006-03-01,angel,\N,1,67341,Atlanta,,GA
c:148848,2010-09-16,angel,\N,1,67960,SF Bay,94110,CA
c:157533,2013-07-16,angel,1200000,4,72559,SF Bay,94103,CA
c:144512,2011-01-21,angel,\N,1,65391,New York,11217,NY
c:78535,2010-04-01,angel,\N,2,69746,Kansas City,66210,KS
c:147725,2006-02-20,angel,\N,1,67283,SF Bay,94041,CA
c:150394,2012-04-10,angel,\N,2,68810,SF Bay,94063,CA
c:150394,2012-04-10,angel,\N,2,68811,Dallas,75231,TX
c:86137,2011-11-02,angel,\N,1,63496,Los Angeles,90232,CA
c:142810,2011-10-06,angel,\N,1,64469,SF Bay,94103,CA
c:156866,2013-03-15,angel,200000,1,73231,New Haven,,CT
c:40145,2013-03-19,series-c+,45000000,2,65979,Kamuela,96743,HI
c:147257,2013-03-21,series-c+,20000000,2,66998,Austin,78759,TX
c:153240,2013-03-21,angel,500000,0,70400,SF Bay,94108,CA
c:83209,2013-03-25,angel,550000,2,69602,SF Bay,94107,CA
c:80934,2009-11-03,angel,\N,4,60649,Dallas,75081,TX
c:57355,2013-03-26,series-a,4500000,3,66448,SF Bay,94108,CA
c:108052,2013-03-27,series-a,1500000,1,61101,New York,10014,NY
c:35096,2013-03-28,series-a,16000000,3,67737,SF Bay,94105,CA
c:156222,2011-09-01,series-a,1000000,0,71793,Detroit,48226,MI
c:138592,2012-09-01,other,7000,0,62446,SF Bay,,CA
c:138592,2012-04-01,other,15000,0,62446,SF Bay,,CA
c:80559,2013-01-14,angel,118000,1,64401,Los Angeles,92808,CA
c:149138,2013-02-15,angel,\N,11,68126,Los Angeles,,CA
c:87225,2013-03-26,other,1400000,1,59963,SF Bay,94103,CA
c:154249,2013-03-29,angel,850000,3,73804,New York,10002,NY
c:148952,2013-03-28,series-a,5000000,1,68032,SF Bay,94577,CA
c:148618,2013-04-01,angel,1000000,6,72233,Los Angeles,90027,CA
c:72527,2013-03-22,series-a,12000000,8,73279,SF Bay,94103,CA
c:55742,2013-04-02,series-a,17300000,4,60923,SF Bay,,CA
c:105168,2013-04-02,series-a,10500000,1,60839,Bentonville,72712,AR
c:85133,2012-01-31,series-b,15000000,3,67598,SF Bay,94063,CA
c:156480,2013-04-03,series-a,2133950,2,71996,Salt Lake City,84043,UT
c:74170,2013-01-02,angel,1450000,0,72610,New York,10010,NY
c:151355,2013-01-01,angel,\N,0,69364,New York,10010,NY
c:86172,2013-01-01,angel,200000,1,59780,Londwood,32779,FL
c:86172,2009-01-01,angel,100000,1,59780,Londwood,32779,FL
c:86172,2012-01-01,angel,100000,1,59780,Londwood,32779,FL
c:71929,2012-01-01,angel,\N,1,63105,Lexington,40507,KY
c:157611,2013-04-02,venture,5700000,2,72612,SF Bay,94920,CA
c:7258,2013-04-03,venture,10000000,3,73156,New York,,NY
c:102497,2013-04-03,venture,35000000,1,60460,New York,10003,NY
c:144082,2011-07-01,series-a,1800000,0,65144,Seattle,98033,WA
c:141655,2013-04-09,series-a,3500000,2,63809,SF Bay,94010,CA
c:84429,2011-03-01,angel,600000,0,69610,SF Bay,94025,CA
c:100243,2013-04-08,venture,\N,5,60299,Houston,77042,TX
c:139042,2013-04-10,series-c+,5000000,1,62600,Boston,1863,MA
c:144290,2013-04-10,series-a,4450000,11,65276,New York,10003,NY
c:105519,2012-07-01,angel,500000,4,73224,New York,,NY
c:144059,2013-04-11,other,113000000,0,65128,Chicago,60143,IL
c:20303,2013-04-11,series-c+,41000000,1,72656,SF Bay,94013,CA
c:103791,2013-03-29,angel,1000000,13,60562,Green Bay,54313,WI
c:156114,2013-04-12,angel,850000,3,71753,Los Angeles,90403,CA
c:148075,2013-04-12,series-a,8250000,3,67485,Charlottesville,22902,VA
c:153441,2013-04-15,series-a,7000000,0,70509,Washington - Other,DC 20009,WA
c:139299,2013-01-01,angel,1300000,0,62675,Denver,80303,CO
c:73282,2012-06-01,angel,500000,0,65504,New York,10019,NY
c:157928,2013-04-09,angel,1000000,0,72808,SF Bay,94104,CA
c:141939,2013-04-11,series-b,3000000,2,63969,New York,10017,NY
c:156735,2013-04-01,series-a,9000000,2,72141,SF Bay,94041,CA
c:139431,2013-04-16,other,120000,0,73618,Boston,2139,MA
c:151790,2013-04-17,series-a,6000000,0,69592,Phoenix,85255,AZ
c:153968,2013-04-17,series-a,2400000,11,73659,Los Angeles,90405,CA
c:48068,2011-09-09,angel,15000,0,61444,Philadelphia,19147,PA
c:157378,2013-04-17,angel,325000,3,72483,SF Bay,,CA
c:152488,2012-07-15,angel,121850,1,69986,New York,10583,NY
c:152488,2011-07-01,angel,125000,1,69986,New York,10583,NY
c:77649,2013-04-17,angel,1400000,1,70621,Denver,80206,CO
c:103233,2013-04-18,private-equity,9000000,2,60522,SF Bay,94404,CA
c:158370,2013-04-19,series-a,3800000,2,73189,Philadelphia,19355,PA
c:146548,2013-04-19,venture,4000000,3,66608,Boston,2451,MA
c:150792,2013-04-22,venture,4000000,1,69049,Austin,78744,TX
c:130554,2013-03-05,series-a,4700000,0,61744,Baltimore,21230,MD
c:155956,2013-04-24,series-a,3300000,1,71717,Seattle,98121,WA
c:68646,2013-04-24,private-equity,21000000,1,73506,Boston,2139,MA
c:139835,2013-04-27,angel,400000,1,62917,Portland,97210,OR
c:134145,2012-10-01,series-a,2000000,6,61875,SF Bay,94107,CA
c:157717,2013-04-29,series-a,2962730,0,72677,Atlanta,30346,GA
c:157020,2013-04-30,series-b,8500000,2,72284,New York,10013,NY
c:157020,2013-04-30,series-b,8500000,2,72287,SF Bay,94010,CA
c:146269,2013-04-30,series-a,18000000,5,68786,SF Bay,95110,CA
c:158707,2013-02-26,private-equity,700000,0,73296,SF Bay,94303,CA
c:29150,2013-03-11,angel,1250000,2,64825,Cleveland,44107,OH
c:29150,2013-03-13,other,750000,1,64825,Cleveland,44107,OH
c:159858,2013-04-26,series-a,1500000,1,73838,Santa Barbara,93109,CA
c:104815,2013-04-30,series-a,7843200,2,60754,Dallas,75254,TX
c:151474,2013-05-02,series-b,11900000,2,69441,Sioux Falls,57107,SD
c:146347,2013-05-01,venture,54600000,6,66499,SF Bay,94063,CA
c:150576,2013-05-02,series-b,11100000,5,68908,New York,10011,NY
c:50264,2012-12-17,series-b,5700000,4,69954,New York,10016,NY
c:50264,2010-10-20,series-a,1348791,2,69954,New York,10016,NY
c:50264,2011-09-09,series-a,2500000,1,69954,New York,10016,NY
c:151467,2013-05-07,series-a,7000000,3,69435,SF Bay,94107,CA
c:709,2013-05-07,series-a,7500000,2,69838,SF Bay,,CA
c:56808,2013-05-06,venture,3500000,0,73656,Los Angeles,92660,CA
c:87296,2013-05-08,angel,250000,1,59969,Cleveland,,OH
c:150328,2009-05-26,series-a,\N,1,68782,New York,10003,NY
c:80735,2013-05-09,series-a,1500000,1,67682,SF Bay,,CA
c:158375,2013-05-10,series-a,13400000,1,73040,Los Angeles,90017,CA
c:28247,2011-08-07,venture,\N,2,71683,Burlington,5401,VT
c:159425,2013-05-13,series-a,2300000,3,73691,Kansas City,66103,KS
c:157423,2013-05-14,series-a,3000000,1,72501,Boston,2111,MA
c:1495,2013-02-27,series-c+,5000000,1,70550,Austin,78758,TX
c:1495,2013-02-27,series-c+,5000000,1,70551,Charlotte,28273,NC
c:1495,2013-02-27,series-c+,5000000,1,70552,Phoenix,85257,AZ
c:132476,2012-12-11,venture,\N,1,67646,New York,10010,NY
c:139334,2013-01-16,venture,\N,1,62685,Seattle,98109,WA
c:150734,2013-11-18,series-b,955944,0,69008,SF Bay,94105,CA
c:144370,2013-05-15,series-a,20000000,4,65319,Boston,1754,MA
c:152553,2013-05-15,series-a,5500000,1,70025,Boston,2451,MA
c:54670,2013-04-29,angel,1000000,1,59828,SF Bay,94105,CA
c:74246,2013-05-13,series-a,1700000,0,66979,New York,10014,NY
c:82234,2013-05-15,series-b,14000000,3,64425,SF Bay,94608,CA
c:82234,2013-05-15,series-b,14000000,3,64426,SF Bay,94608,CA
c:82234,2013-05-15,series-b,14000000,3,64428,Tampa,33701,FL
c:82234,2013-05-15,series-b,14000000,3,64429,Chicago,60606,IL
c:137171,2012-04-01,angel,20000,1,62125,SF Bay,94066,CA
c:139569,2013-05-21,angel,1100000,2,62795,Raleigh-Durham,,NC
c:83111,2011-08-01,angel,\N,1,65021,Denver,80204,CO
c:83111,2013-01-04,angel,1200000,0,65021,Denver,80204,CO
c:82951,2011-08-01,angel,\N,1,62141,Denver,,CO
c:151157,2013-05-18,angel,18000,0,69259,SF Bay,,CA
c:139213,2011-11-01,angel,\N,1,62647,Seattle,98109,WA
c:139490,2011-11-01,angel,\N,1,62778,Seattle,98104,WA
c:139289,2011-11-01,angel,\N,1,69296,New York,10014,NY
c:140522,2011-11-01,angel,\N,1,63331,Seattle,98103,WA
c:139334,2011-11-01,angel,\N,1,62685,Seattle,98109,WA
c:135515,2011-11-01,angel,\N,1,67809,SF Bay,,CA
c:140606,2011-04-01,angel,\N,6,63256,SF Bay,94107,CA
c:151768,2012-09-19,angel,50000,1,69577,Saint Louis,65201,MO
c:148848,2013-05-01,series-b,15000000,3,67960,SF Bay,94110,CA
c:24029,2006-03-01,angel,\N,1,73574,New York,10012,NY
